claim_id,product_id,product_category,product_name,serial_number,purchase_date,purchase_price,warranty_start_date,warranty_duration_days,warranty_expiry_date,fault_occurrence_date,fault_type,fault_description,damage_type,claim_submission_date,product_age_days,has_receipt,has_warranty_card,has_product_image,serial_number_match,repair_count,repair_authorized,previous_replacement,is_duplicate_claim,class_label
CLM-00716,PRD-00716,Electronics,Headphones,SN-9326040981,2025-07-16,382.99,2025-07-16,365,2026-07-16,2025-08-09,Overheating,Overheating reported by customer.,Cosmetic Damage,2025-08-10,25,True,True,True,False,1,True,False,False,Invalid
CLM-01135,PRD-01135,Furniture,Bed Frame,SN-9A1A697655,2024-10-17,1925.92,2024-10-17,365,2025-10-17,2024-12-16,Upholstery Tear,Not working properly sometimes,Electrical Fault,2024-12-20,64,True,True,True,True,0,True,False,False,ManualReview
CLM-01085,PRD-01085,Appliances,Washing Machine,SN-0497131875,2023-12-22,90.64,2023-12-22,730,2025-12-21,2025-12-19,Motor Failure,Motor Failure reported by customer.,Wear and Tear,2025-12-21,730,True,True,True,True,1,True,False,False,ManualReview
CLM-00498,PRD-00498,Electronics,Television,SN-48E88A7316,2024-11-11,1700.56,2024-11-11,365,2025-11-11,2025-02-11,Overheating,Overheating reported by customer during normal use.,Manufacturing Defect,2025-02-15,96,True,True,True,True,1,True,False,False,Valid
CLM-00045,PRD-00045,Furniture,Sofa,SN-8CE19B5E4E,2025-11-09,515.69,2025-11-09,1095,2028-11-08,2025-11-12,Material Defect,Material Defect reported by customer during normal use.,Cosmetic Damage,2025-11-17,8,True,True,True,True,0,True,False,False,Valid
CLM-00060,PRD-00060,Appliances,Washing Machine,SN-6E394BFED4,2024-07-05,1688.74,2024-07-05,1095,2027-07-05,2027-02-20,Compressor Fault,Compressor Fault reported by customer during normal use.,Cosmetic Damage,2027-02-22,962,True,True,True,True,1,True,False,False,Valid
CLM-01162,PRD-01162,Appliances,Air Conditioner,SN-86E80C0DDD,2025-11-08,1260.79,2025-11-08,730,2027-11-08,2026-05-01,Motor Failure,Performance seems inconsistent,Wear and Tear,2026-05-02,175,True,True,True,True,0,True,False,False,ManualReview
CLM-00024,PRD-00024,Appliances,Refrigerator,SN-3BCFB1DAF3,2023-08-27,732.44,2023-08-27,1095,2026-08-26,2024-03-18,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Manufacturing Defect,2024-03-19,205,True,True,True,True,0,True,False,False,Valid
CLM-00875,PRD-00875,Furniture,Bookshelf,SN-D83DFAA7AF,2024-11-08,607.57,2024-11-08,365,2025-11-08,2025-09-04,Normal Wear and Tear,Normal Wear and Tear - not covered under warranty terms.,Electrical Fault,2025-09-09,305,True,True,True,True,0,True,False,False,Invalid
CLM-00482,PRD-00482,Electronics,Smartphone,SN-BAF872C8C3,2025-12-24,2198.08,2025-12-24,730,2027-12-24,2026-01-02,Battery Failure,Battery Failure reported by customer during normal use.,Accidental Damage,2026-01-03,10,True,True,True,True,1,True,False,False,Valid
CLM-01325,PRD-01325,Electronics,Laptop,SN-A09FA84C1B,2023-09-27,1846.86,2023-09-27,365,2024-09-26,2024-07-11,Battery Failure,Battery Failure reported by customer.,Structural Damage,2024-07-16,293,True,True,True,True,1,True,False,True,ManualReview
CLM-00746,PRD-00746,Appliances,Microwave Oven,SN-630111D5E7,2023-12-13,2341.98,2023-12-13,1095,2026-12-12,2027-02-02,Compressor Fault,Compressor Fault reported by customer.,Wear and Tear,2027-02-05,1150,True,True,True,True,0,True,False,False,Invalid
CLM-00232,PRD-00232,Appliances,Refrigerator,SN-D9D4E675D7,2025-03-09,1431.58,2025-03-09,1095,2028-03-08,2025-04-23,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Cosmetic Damage,2025-04-27,49,True,True,True,True,1,True,False,False,Valid
CLM-00125,PRD-00125,Furniture,Office Chair,SN-1E357DD92D,2023-08-08,700.15,2023-08-08,365,2024-08-07,2024-05-07,Material Defect,Material Defect reported by customer during normal use.,Cosmetic Damage,2024-05-08,274,True,True,True,True,0,True,False,False,Valid
CLM-00428,PRD-00428,Electronics,Headphones,SN-950A59B1EE,2026-03-05,2101.79,2026-03-05,365,2027-03-05,2027-02-05,Software Fault,Software Fault reported by customer during normal use.,Electrical Fault,2027-02-10,342,True,True,True,True,0,True,False,False,Valid
CLM-00819,PRD-00819,Electronics,Tablet,SN-70443A53D7,2023-01-02,2182.55,2023-01-02,730,2025-01-01,2024-04-11,Overheating,Overheating reported by customer.,Electrical Fault,2024-04-14,468,True,True,True,False,1,True,False,False,Invalid
CLM-00169,PRD-00169,Electronics,Television,SN-DAF96B1FEB,2022-11-22,634.18,2022-11-22,365,2023-11-22,2023-08-04,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Manufacturing Defect,2023-08-09,260,True,True,True,True,1,True,False,False,Valid
CLM-00116,PRD-00116,Furniture,Office Chair,SN-F25EA34C70,2026-05-30,622.86,2026-05-30,365,2027-05-30,2027-04-10,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Structural Damage,2027-04-12,317,True,True,True,True,0,True,False,False,Valid
CLM-01089,PRD-01089,Electronics,Smartphone,SN-2659ECD21F,2023-12-18,211.33,2023-12-18,730,2025-12-17,2025-12-04,Overheating,Overheating reported by customer.,Accidental Damage,2025-12-08,721,True,True,True,True,2,False,False,False,ManualReview
CLM-00987,PRD-00987,Electronics,Laptop,SN-D09AE80A20,2022-08-18,177.72,2022-08-18,365,2023-08-18,2023-01-08,Software Fault,Software Fault reported by customer.,Wear and Tear,2023-01-13,148,True,True,True,False,1,True,False,False,Invalid
CLM-01396,PRD-01396,Appliances,Washing Machine,SN-9957E4B424,2023-06-24,449.98,2023-06-24,730,2025-06-23,2023-12-03,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2023-12-08,167,True,True,True,True,0,True,False,True,ManualReview
CLM-01425,PRD-01425,Appliances,Dishwasher,SN-FBC5EE3427,2022-09-25,817.98,2022-09-25,1095,2025-09-24,2024-07-18,Drainage Issue,Drainage Issue reported by customer.,Electrical Fault,2024-07-19,663,True,True,True,True,3,False,False,False,ManualReview
CLM-00416,PRD-00416,Appliances,Dishwasher,SN-88A890284A,2023-08-23,1547.74,2023-08-23,1095,2026-08-22,2024-05-17,Motor Failure,Motor Failure reported by customer during normal use.,Structural Damage,2024-05-21,272,True,True,True,True,1,True,False,False,Valid
CLM-00142,PRD-00142,Electronics,Television,SN-C9049CCF02,2023-05-25,1922.19,2023-05-25,365,2024-05-24,2023-05-29,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Accidental Damage,2023-06-02,8,True,True,True,True,1,True,False,False,Valid
CLM-01234,PRD-01234,Appliances,Air Conditioner,SN-DBA7E9B423,2026-08-02,644.72,2026-08-02,1095,2029-08-01,2027-05-03,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Electrical Fault,2027-05-07,278,True,True,True,True,2,False,False,False,ManualReview
CLM-01294,PRD-01294,Furniture,Sofa,SN-B362092DCC,2024-12-11,2069.56,2024-12-11,1095,2027-12-11,2027-12-05,Upholstery Tear,Upholstery Tear reported by customer.,Structural Damage,2027-12-07,1091,True,True,True,True,0,True,False,False,ManualReview
CLM-00763,PRD-00763,Furniture,Bookshelf,SN-516D908A8C,2022-08-27,671.46,2022-08-27,365,2023-08-27,2022-11-02,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Accidental Damage,2022-11-07,72,True,True,True,True,1,True,True,False,Invalid
CLM-01207,PRD-01207,Furniture,Dining Table,SN-6F5ACECF11,2023-07-20,1214.89,2023-07-20,365,2024-07-19,2023-09-28,Structural Frame Defect,Structural Frame Defect reported by customer.,Accidental Damage,2023-10-03,75,True,False,True,True,0,True,False,False,ManualReview
CLM-00463,PRD-00463,Furniture,Sofa,SN-CB0BCF1D96,2025-06-20,1597.48,2025-06-20,365,2026-06-20,2025-07-08,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Structural Damage,2025-07-13,23,True,True,True,True,1,True,False,False,Valid
CLM-01244,PRD-01244,Appliances,Microwave Oven,SN-7B7194BBBD,2022-10-04,1379.73,2022-10-04,1095,2025-10-03,2025-09-29,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Accidental Damage,2025-10-01,1093,True,True,True,True,0,True,False,False,ManualReview
CLM-00079,PRD-00079,Appliances,Refrigerator,SN-0752D48806,2023-03-15,2188.16,2023-03-15,1095,2026-03-14,2025-09-04,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Electrical Fault,2025-09-07,907,True,True,True,True,1,True,False,False,Valid
CLM-01005,PRD-01005,Electronics,Smartphone,SN-D6C4B75C7B,2024-01-07,1936.79,2024-01-07,365,2025-01-06,2024-01-15,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2024-01-16,9,True,True,True,True,1,True,False,True,ManualReview
CLM-01491,PRD-01491,Furniture,Bookshelf,SN-97070376FC,2025-06-28,1440.26,2025-06-28,1095,2028-06-27,2028-03-26,Material Defect,Material Defect reported by customer.,Accidental Damage,2028-03-31,1007,False,True,True,True,0,True,False,False,ManualReview
CLM-00572,PRD-00572,Furniture,Bookshelf,SN-E64F3DCDBA,2025-12-20,618.85,2025-12-20,365,2026-12-20,2027-01-19,Material Defect,Material Defect reported by customer.,Accidental Damage,2027-01-24,400,True,True,True,True,0,True,False,False,Invalid
CLM-00016,PRD-00016,Appliances,Washing Machine,SN-6FBA6CC835,2024-08-29,2202.87,2024-08-29,730,2026-08-29,2025-05-02,Motor Failure,Motor Failure reported by customer during normal use.,Wear and Tear,2025-05-07,251,True,True,True,True,1,True,False,False,Valid
CLM-00495,PRD-00495,Appliances,Washing Machine,SN-541250307E,2025-08-22,2042.21,2025-08-22,1095,2028-08-21,2027-10-03,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Cosmetic Damage,2027-10-08,777,True,True,True,True,1,True,False,False,Valid
CLM-00351,PRD-00351,Furniture,Office Chair,SN-9876B2D3E8,2025-10-13,2373.5,2025-10-13,365,2026-10-13,2026-01-11,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Structural Damage,2026-01-15,94,True,True,True,True,1,True,False,False,Valid
CLM-01000,PRD-01000,Appliances,Washing Machine,SN-4E66C43FD8,2026-09-04,1877.14,2026-09-04,730,2028-09-03,2028-03-24,Drainage Issue,Drainage Issue reported by customer.,Cosmetic Damage,2028-03-26,569,True,True,True,False,1,True,False,False,Invalid
CLM-00275,PRD-00275,Electronics,Tablet,SN-9674B087F5,2025-12-11,2493.3,2025-12-11,365,2026-12-11,2025-12-25,Overheating,Overheating reported by customer during normal use.,Cosmetic Damage,2025-12-29,18,True,True,True,True,0,True,False,False,Valid
CLM-01192,PRD-01192,Electronics,Headphones,SN-E5EEE0AD61,2024-09-18,1918.62,2024-09-18,730,2026-09-18,2024-10-14,Overheating,Overheating reported by customer.,Electrical Fault,2024-10-18,30,True,True,True,True,1,False,False,False,ManualReview
CLM-00272,PRD-00272,Electronics,Laptop,SN-8989B38FCE,2022-08-30,2374.62,2022-08-30,730,2024-08-29,2023-08-03,Software Fault,Software Fault reported by customer during normal use.,Structural Damage,2023-08-07,342,True,True,True,True,1,True,False,False,Valid
CLM-01474,PRD-01474,Appliances,Dishwasher,SN-238C78CC19,2023-05-25,346.48,2023-05-25,730,2025-05-24,2025-04-07,Compressor Fault,Compressor Fault reported by customer.,Manufacturing Defect,2025-04-09,685,True,True,True,True,0,True,False,True,ManualReview
CLM-00238,PRD-00238,Electronics,Headphones,SN-FB60ED3C9D,2023-12-22,554.9,2023-12-22,365,2024-12-21,2024-08-06,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Structural Damage,2024-08-11,233,True,True,True,True,0,True,False,False,Valid
CLM-00586,PRD-00586,Electronics,Smartphone,SN-DF7A9FE1DD,2023-06-16,184.91,2023-06-16,365,2024-06-15,2024-05-22,Water Damage,Water Damage - not covered under warranty terms.,Manufacturing Defect,2024-05-27,346,True,True,True,True,1,True,False,False,Invalid
CLM-01313,PRD-01313,Furniture,Office Chair,SN-F5CC13308D,2026-02-10,836.63,2026-02-10,1095,2029-02-09,2026-04-24,Material Defect,Material Defect reported by customer.,Accidental Damage,2026-04-26,75,True,False,True,True,0,True,False,False,ManualReview
CLM-00695,PRD-00695,Furniture,Bed Frame,SN-4BF334C686,2024-03-30,451.29,2024-03-30,1095,2027-03-30,2024-09-25,Upholstery Tear,Upholstery Tear reported by customer.,Cosmetic Damage,2024-09-27,181,True,True,True,True,1,True,True,False,Invalid
CLM-01002,PRD-01002,Appliances,Washing Machine,SN-BE981363CB,2023-08-23,1175.51,2023-08-23,1095,2026-08-22,2024-08-28,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Wear and Tear,2024-08-31,374,True,True,True,True,0,True,False,True,ManualReview
CLM-00323,PRD-00323,Electronics,Television,SN-DCB0292AF3,2022-10-16,870.78,2022-10-16,365,2023-10-16,2022-11-19,Overheating,Overheating reported by customer during normal use.,Accidental Damage,2022-11-22,37,True,True,True,True,1,True,False,False,Valid
CLM-00783,PRD-00783,Electronics,Laptop,SN-1E82E24B0C,2023-01-24,1880.22,2023-01-24,365,2024-01-24,2024-06-08,Software Fault,Software Fault reported by customer.,Cosmetic Damage,2024-06-09,502,True,True,True,True,1,True,False,False,Invalid
CLM-01359,PRD-01359,Appliances,Washing Machine,SN-E074714517,2022-09-27,2204.29,2022-09-27,1095,2025-09-26,2023-04-13,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Structural Damage,2023-04-15,200,False,True,True,True,0,True,False,False,ManualReview
CLM-01204,PRD-01204,Furniture,Office Chair,SN-976C96B70B,2026-02-15,1929.12,2026-02-15,1095,2029-02-14,2026-07-23,Upholstery Tear,Upholstery Tear reported by customer.,Structural Damage,2026-07-28,163,True,True,True,True,1,True,False,True,ManualReview
CLM-00971,PRD-00971,Electronics,Smartphone,SN-0A7BFE82F4,2023-05-17,1308.53,2023-05-17,730,2025-05-16,2023-11-09,Software Fault,Software Fault reported by customer.,Electrical Fault,2023-11-12,179,True,True,True,True,0,True,True,False,Invalid
CLM-01467,PRD-01467,Electronics,Television,SN-95EAB9CA9A,2025-09-21,1954.05,2025-09-21,730,2027-09-21,2025-12-31,Software Fault,Software Fault reported by customer.,Wear and Tear,2026-01-01,102,True,True,True,True,1,True,False,True,ManualReview
CLM-00527,PRD-00527,Electronics,Laptop,SN-5B72C91430,2024-02-13,1950.35,2024-02-13,365,2025-02-12,2024-05-23,Battery Failure,Battery Failure reported by customer.,Structural Damage,2024-05-26,103,True,True,True,True,0,True,True,False,Invalid
CLM-01426,PRD-01426,Appliances,Air Conditioner,SN-D24C3D5F8F,2023-01-01,1151.24,2023-01-01,1095,2025-12-31,2023-05-02,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Accidental Damage,2023-05-06,125,True,True,True,True,1,False,False,False,ManualReview
CLM-01171,PRD-01171,Furniture,Sofa,SN-1A67C2E95C,2022-08-30,1246.5,2022-08-30,365,2023-08-30,2023-06-19,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Accidental Damage,2023-06-23,297,True,True,True,True,3,False,False,False,ManualReview
CLM-00176,PRD-00176,Appliances,Microwave Oven,SN-317F8DE185,2026-04-02,518.2,2026-04-02,730,2028-04-01,2027-01-10,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Manufacturing Defect,2027-01-11,284,True,True,True,True,1,True,False,False,Valid
CLM-00359,PRD-00359,Furniture,Office Chair,SN-AB6B2FE94D,2022-09-09,699.77,2022-09-09,1095,2025-09-08,2024-08-28,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Cosmetic Damage,2024-08-31,722,True,True,True,True,0,True,False,False,Valid
CLM-00044,PRD-00044,Furniture,Office Chair,SN-B82CA7BEA7,2023-03-27,1511.6,2023-03-27,365,2024-03-26,2023-11-05,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Cosmetic Damage,2023-11-10,228,True,True,True,True,1,True,False,False,Valid
CLM-00417,PRD-00417,Appliances,Washing Machine,SN-FE60D758CB,2025-02-04,162.63,2025-02-04,1095,2028-02-04,2025-03-01,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Cosmetic Damage,2025-03-06,30,True,True,True,True,1,True,False,False,Valid
CLM-00345,PRD-00345,Furniture,Dining Table,SN-A63FE59757,2025-06-03,1059.38,2025-06-03,1095,2028-06-02,2026-12-28,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Manufacturing Defect,2027-01-01,577,True,True,True,True,1,True,False,False,Valid
CLM-01027,PRD-01027,Appliances,Washing Machine,SN-0C02594762,2025-10-14,2466.91,2025-10-14,730,2027-10-14,2026-01-19,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Manufacturing Defect,2026-01-22,100,False,True,True,True,1,True,False,False,ManualReview
CLM-01402,PRD-01402,Furniture,Dining Table,SN-F30B4E28BF,2024-02-06,1149.88,2024-02-06,1095,2027-02-05,2026-09-05,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Accidental Damage,2026-09-06,943,True,False,True,True,1,True,False,False,ManualReview
CLM-00102,PRD-00102,Furniture,Bed Frame,SN-E745F7657A,2024-06-19,2138.24,2024-06-19,365,2025-06-19,2025-03-27,Material Defect,Material Defect reported by customer during normal use.,Accidental Damage,2025-03-28,282,True,True,True,True,1,True,False,False,Valid
CLM-00108,PRD-00108,Appliances,Dishwasher,SN-F6038033A8,2026-03-17,2406.97,2026-03-17,1095,2029-03-16,2027-04-29,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Electrical Fault,2027-05-03,412,True,True,True,True,1,True,False,False,Valid
CLM-01490,PRD-01490,Furniture,Sofa,SN-9659212842,2023-04-28,2417.96,2023-04-28,1095,2026-04-27,2024-10-01,Upholstery Tear,Upholstery Tear reported by customer.,Manufacturing Defect,2024-10-05,526,True,False,True,True,1,True,False,False,ManualReview
CLM-01053,PRD-01053,Appliances,Microwave Oven,SN-25FC9CFB47,2024-05-07,2104.29,2024-05-07,1095,2027-05-07,2026-09-07,Motor Failure,Motor Failure reported by customer.,Cosmetic Damage,2026-09-08,854,True,True,True,True,1,False,False,False,ManualReview
CLM-00965,PRD-00965,Furniture,Dining Table,SN-FCCFA8EC3E,2023-06-05,978.06,2023-06-05,365,2024-06-04,2024-04-12,Upholstery Tear,Upholstery Tear reported by customer.,Manufacturing Defect,2024-04-16,316,True,True,True,False,1,True,False,False,Invalid
CLM-00381,PRD-00381,Appliances,Dishwasher,SN-715CEEECDD,2023-05-21,1962.27,2023-05-21,1095,2026-05-20,2024-07-09,Compressor Fault,Compressor Fault reported by customer during normal use.,Wear and Tear,2024-07-10,416,True,True,True,True,0,True,False,False,Valid
CLM-00245,PRD-00245,Furniture,Sofa,SN-227B2E680E,2024-09-14,276.54,2024-09-14,1095,2027-09-14,2026-10-26,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Manufacturing Defect,2026-10-31,777,True,True,True,True,0,True,False,False,Valid
CLM-01100,PRD-01100,Electronics,Headphones,SN-14AFB7A241,2025-07-23,2418.35,2025-07-23,365,2026-07-23,2025-08-27,Charging Port Issue,Not working properly sometimes,Accidental Damage,2025-08-30,38,True,True,True,True,0,True,False,False,ManualReview
CLM-00501,PRD-00501,Furniture,Bed Frame,SN-E88DBB4D01,2025-08-29,2397.08,2025-08-29,365,2026-08-29,2026-06-21,Material Defect,Material Defect reported by customer.,Accidental Damage,2026-06-24,299,True,True,True,False,1,True,False,False,Invalid
